text,news_link,label,outlet,topic,type,label_opinion,biased_words,uuid,text_length
"Trump's right-wing propaganda media have provided cover for his malfeasance. As such, they have made the crisis worse by circulating lies and disinformation to their gullible, ignorant audience. ",https://www.alternet.org/2020/04/were-on-the-edge-of-an-authoritarian-nightmare-investigative-journalist-explains-the-grave-dangers-of-this-pandemic-and-the-opportunity-it-offers-for-a-better-world/,1,Alternet,gun control,1,Somewhat factual but also opinionated,"['propaganda', 'gullible', 'ignorant', 'lies', 'gullibe']",MbykxkRDZgh5tD5pBSbB4p,28
"According to the poll, 52% of American adults say they are sympathetic to those who are still gathering to protest the police treatment of minorities, especially African Americans, about 12 percentage points lower than a similar poll that ran in mid-June.",https://www.reuters.com/article/us-usa-election-poll/support-dips-for-protests-but-many-americans-reject-trumps-response-reuters-ipsos-poll-idUSKCN24U1EX,0,Reuters,black lives matter,2,Entirely factual,[],ntWEjPxFGXKEDMGKgsCCt6,41
"American Outdoor Brands Corp AOBC.O said on Thursday it would split into two publicly traded companies, separating its popular Smith & Wesson firearms unit from its outdoor products and accessories business.",https://www.reuters.com/article/us-american-outdoor-divestiture/american-outdoor-to-spin-off-smith-wesson-firearms-business-idUSKBN1XN2QT,0,Reuters,gun control,2,Entirely factual,[],ZaqxDt2bkKvZNY7EvQEKQo,31
Thousands of fetal remains that were found at an abortion doctor's suburban Chicago garage last year were buried Wednesday at an Indiana cemetery. ,https://eu.usatoday.com/story/news/nation/2020/02/13/indiana-abortion-doctor-mass-burial-held-fetuses-found-illinois-home/4746998002/,0,USA Today,abortion,2,Entirely factual,[],LJKTgS6qXHd6s5k9nbZ5iH,23
"Thousands of asylum seekers crammed in border towns near the Texas-Mexico border awaiting U.S. immigration hearings are at risk of dying from coronavirus because of poor health access and unsafe conditions, advocates say.",https://eu.usatoday.com/story/news/nation/2020/03/17/us-border-could-hit-hard-coronavirus-migrants-wait-mexico/5062446002/,1,USA Today,immigration,2,Entirely factual,['crammed'],Sruqqu5FkQVCpn5BUvhsvP,33
"When I opened Britain’s bestselling tabloid conservative Sunday newspaper, I was greeted by a double-page spread showing a vast mob of Black Lives Matter activists marching on Downing Street in London.",http://feedproxy.google.com/~r/breitbart/~3/aJodbK6Hgt8/,1,Breitbart,black lives matter,0,No agreement,['mob'],2G5RYGrzQmETHWHQrr9dKb,31
"On Friday, Trump said he remained ready to help South Korea and Japan solve their lingering dispute over World War II-era forced labor that has blighted their trade ties.",https://www.breitbart.com/news/trump-offers-to-mediate-kashmir-conflict-between-india-and-pakistan/,0,Breitbart,international-politics-and-world-news,0,Entirely factual,['blighted'],vMFFbhuSXiRWLtSNh3hXsQ,29
"In July 2019, Rep. Alexandria Ocasio-Cortez, D-N.Y., and other Democrats visited a similar processing center in Clint, Texas, and made explosive allegations about the conditions there.",https://www.foxnews.com/media/hispanic-border-patrol-media-coverage-lara-logan,1,Fox News,immigration,0,Somewhat factual but also opinionated,"['explosive', 'allegations']",4NKWVqHnEN8npB25Xqqw9T,26
"U.S. District Judge Reed O’Connor in Fort Worth, Texas, on Friday said that Obamacare, known formally as the 2010 Affordable Care Act (ACA), was unconstitutional based on its mandate requiring that people buy health insurance.",https://www.reuters.com/article/us-usa-healthcare-court/trump-hails-judges-ruling-against-obamacare-as-great-idUSKBN1OE0OQ?feedType=RSS&feedName=topNews,0,Reuters,universal health care,2,Entirely factual,[],U5DGokU98NQq8emXA2CD4Z,35
"Mississippi’s Republican governor signed one of America’s strictest abortion bills on Thursday banning women from obtaining an abortion once a fetal heartbeat is detected, which can often occur before a woman even realizes she is pregnant.",https://www.reuters.com/article/us-mississippi-abortion/mississippi-governor-to-sign-heartbeat-abortion-ban-idUSKCN1R21HA,0,Reuters,abortion,2,Entirely factual,[],YdcoKoL8G4FWK4qzToy5z7,36
"The death of the postal service would deprive Americans of a way to vote, pay bills, apply for passports, get prescriptions, send letters, receive tax refunds, collect Social Security and ship items ranging from gold bars to cremated remains.",https://www.alternet.org/2020/05/why-we-cant-afford-to-let-the-u-s-postal-service-go-bankrupt/,1,Alternet,coronavirus,1,No agreement,[],VeN3yyEUq2PGXnVNiam3kJ,39
"The bloc has also indicated that it wants to exercise some control over the extent to which Britain can cut its taxes in the name of a so-called “level playing field” — fearing that a less bureaucratic, lower tax Britain would be too competitive compared to a European Union notorious for red tape and inflexibility.",http://feedproxy.google.com/~r/breitbart/~3/L6g4bvTr8p0/,1,Breitbart,taxes,0,Somewhat factual but also opinionated,"['notorious', 'red', 'tape', 'inflexibility']",g9kQf4P2LqFjKayRYoSEZC,55
"House Democrats are not currently pushing a firearm registry, but without a complete knowledge of the location of all firearms, universal background checks simply will not work.",https://www.breitbart.com/2nd-amendment/2019/01/13/house-democrats-gun-control-unenforceable-without-firearm-registry/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,gun-control,0,Somewhat factual but also opinionated,[],dkhNDUeVgDooDh8428NELE,27
"The accusations fueled the #MeToo movement, in which women have accused powerful men in business, entertainment, media and politics of sexual misconduct.",https://www.reuters.com/article/us-people-harvey-weinstein/actress-rosie-perez-takes-stand-in-weinstein-rape-case-idUSKBN1ZN15O?feedType=RSS&feedName=topNews,0,Reuters,#metoo,2,Entirely factual,[],cDaMKX7Ah8y85JW4okR5sW,22
The coronavirus is a reminder we need to move much faster towards creating a life economy.,https://feeds.feedblitz.com/~/622896896/0/alternet_all~How-do-we-escape-the-%e2%80%98death-economy%e2%80%99/,0,Alternet,taxes,1,Expresses writer’s opinion,[],3Yu97msXxtWSGLoStq5VLJ,16
"Hungarian Prime Minister Viktor Orban, a staunch anti-immigrant populist, said on Wednesday a new wave of migrants trying to cross the border from Turkey into the European Union must be stopped as far south as possible and his government was ready to help frontline Greece.",https://www.reuters.com/article/us-europe-migrants-centraleurope/hungary-will-defend-eu-against-migrant-wave-orban-says-idUSKBN20R1H0,1,Reuters,immigration,2,Somewhat factual but also opinionated,"['staunch', 'anti-immigrant', 'populist']",JKhhzJZaUBpXLc2DXoEPjc,45
"Trump said he doesn't recall any direct contact with the ill employee, but that White House aides will be now tested daily for coronavirus instead of weekly. Officials would not say whether Trump himself will be tested daily.",https://eu.usatoday.com/story/news/politics/2020/05/07/coronavirus-white-house-worker-tests-positive-coronavirus/3087897001/,0,USA Today,trump-presidency,2,Entirely factual,[],DhFQE4LE5hQSXEVykUNr7r,38
"This includes children that officials have stolen from their families, done so with full knowledge that family separation and detention cause long-term harm to children, and done so with the fact that for the first time in years, migrant kids have died under U.S. watch.",https://www.alternet.org/2019/11/trump-administration-jailed-unprecedented-69550-migrant-kids-in-past-year-report/,1,Alternet,immigration,1,No agreement,['stolen'],FNyzvUBoSBRzbu8EK4JVNK,45
British Olympic swimmer Sharron Davies also slammed the concept of transgender athletes.,https://www.breitbart.com/sports/2019/05/16/duke-professor-the-equalityact-will-be-the-end-of-girls-and-womens-only-sports/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,sport,0,Somewhat factual but also opinionated,['slammed'],2pRzXZotFbHTm9gEdDzyGs,12
"The DACA amnesty-for-wall funding plan is despised by Trump’s most loyal supporters who have warned the administration against caving to the big business lobby and billionaire donor class, both of which have pushed for an amnesty for illegal aliens for the last two years.",https://www.breitbart.com/politics/2019/01/11/gop-plan-for-daca-amnesty-increased-immigration-fails-amid-public-pressure/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,immigration,0,Somewhat factual but also opinionated,['aliens'],B2T3ehFwBr8oGAjCwDywj8,44
"If you look at guns per capita, the United States ranks number one in the world at 120 firearms per 100 civilians.",https://www.alternet.org/2020/09/trump-and-the-threat-of-an-unrestrained-mob/?xrs=RebelMouse_fb&ts=1601414963,0,Alternet,gun control,1,Entirely factual,[],xHLyYsReRqmSpzCa6LXiuD,22
"In the wake of the great Bronx injury epidemic of 2019, the Yankees continue to overhaul their people and processes for their training and conditioning.",https://www.foxnews.com/sports/new-york-yankees-changes-medical-staff,1,Fox News,sport,0,Entirely factual,[],4P2zXqJrATQS3UZLDUWuVX,25
The report is an in-depth analysis of the Parkland shooting and offers a searing critique of the school and sheriff department’s ability to stymie the bloodshed.,https://www.huffpost.com/entry/parkland-school-report-police_n_5c34c351e4b0116c11f08c3a,0,HuffPost,gun-control,1,Entirely factual,[],wNgRruWwATUEhaN5293i4q,26
"Arson and looting began to take place in Minnesota this weekend, allegedly in protest of the killing of state resident George Floyd at the hands of police. ",http://feedproxy.google.com/~r/breitbart/~3/Dgr0xp7vt2Q/,0,Breitbart,black lives matter,0,Entirely factual,['allegedly'],yz8GTqTm4Fr2srdzWo5cJY,27
"For that matter, Christianity is equally anti-suicide. And yet, the Christian Right and many of President Donald Trump’s far-right white evangelical supporters have been encouraging behavior that is suicidal. ",https://www.alternet.org/2020/04/how-the-coronavirus-pandemic-shows-that-christian-white-nationalism-is-a-much-greater-threat-to-the-us-than-radical-islam/,1,Alternet,white-nationalism,1,Expresses writer’s opinion,[],oadsf4KXuSSsbtGMvPncLe,29
"Trump’s profound megalomania, impulsiveness, and defective character is what got us where we are today. If we are to have any shot at a real recovery, he needs to go.",https://www.alternet.org/2020/06/worse-than-a-preschooler-donald-trump-is-failing-the-marshmallow-test/,1,Alternet,trump-presidency,1,Expresses writer’s opinion,"['megalomania', 'defective', 'impulsiveness']",zfjFPJnwht2CdjMVa9uag5,30
"A divided federal appeals court on Tuesday rejected Planned Parenthood’s constitutional challenge to an Ohio law depriving the organization of state funding because it performs abortions, handing a victory to anti-abortion advocates.",https://www.reuters.com/article/us-usa-abortion-ohio/appeals-court-says-ohio-may-withhold-planned-parenthood-funding-idUSKBN1QT23V?feedType=RSS&feedName=domesticNews,0,Reuters,abortion,2,Entirely factual,[],9Q4anyHGujqvfHhzyACBPx,32
"And so, while demonstrations began to spread and police engaged in ruthless attacks on nonviolent protesters, Americans have been subjected to Trump trying — feebly, but at great cost to both taxpayers and public safety — to assuage his ego by demanding that his real life display of weenie-ness be “fixed” with reshoots and post-production edits.",https://www.alternet.org/2020/06/bunker-boy-trump-thinks-he-can-edit-reality-like-tv-show/,1,Alternet,trump-presidency,1,Somewhat factual but also opinionated,"['ruthless', 'feebly', 'ego', 'weenie-ness']",KsnCpTHTGs5rvkWUqhNDNP,56
"The facts are these: with the protection of the Democrat Party and media, the marauders have been loosened. ",http://feedproxy.google.com/~r/breitbart/~3/f1fSQQjH1NE/,1,Breitbart,gun control,0,Expresses writer’s opinion,['marauders'],28oJzdmfbS5QXWgJNAvARC,18
"If Donald Trump was willing to have Americans gassed and beaten so he could stage a photo opportunity, what will he be willing to do to retain the presidency come election time?",https://www.huffpost.com/entry/trump-fascist-reelection-authoritarianism_n_5ed816e5c5b6c0b2f10e5775,1,HuffPost,trump-presidency,1,Expresses writer’s opinion,"['gassed', 'beaten']",xDjvCqwsjeTkCpDDSKkNaN,32
"Shelby Steele, a senior fellow at Stanford University’s Hoover Institution said Friday that the contemporary civil rights movement under the banner of “Black Lives Matter” was deeply unserious, catering to an old form of victimization that has accomplished nothing to lift up black people.",https://thefederalist.com/2020/06/06/hoover-fellow-the-black-lives-matter-movement-is-deeply-unserious/,1,Federalist,elections-2020,0,Entirely factual,[],FApkvtdePoH4uUNEaDs9g2,44
Closing the gender pay gap is not rocket science – even though recently graduated female rocket scientists earn 89 cents on the dollar to their male peers.,https://www.alternet.org/2019/01/heres-why-women-still-earn-a-lot-less-than-men/,1,Alternet,gender,1,Somewhat factual but also opinionated,"['rocket', 'science']",V6dqZTwtVjrqBux9MwL5dc,27
He even wants a son to get a background check before a father can give him a gun as a gift.,https://www.breitbart.com/politics/2019/01/02/bloomberg-democrat-led-gun-control-push-could-strengthen-nra/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,gun-control,0,Somewhat factual but also opinionated,['even'],JLqJRPgDX22BeqcGebDuwT,21
"Even prior to Trump formally announcing Barrett as his nominee, leftists launched a string of attacks, targeting her faith, family, and conservative positions.",http://feedproxy.google.com/~r/breitbart/~3/peplvTaBBbQ/,1,Breitbart,universal health care,0,Somewhat factual but also opinionated,['leftists'],foj6SEjuUp57qP395gXQLP,23
"Bear in mind that none of these moneyed elites did anything to earn these extraordinary bonanzas. They didn’t work any harder, didn’t get smarter, didn’t add anything of value to society but simply reclined in luxury and let their money make money. ",https://www.alternet.org/2020/01/here-are-the-dirty-secrets-of-how-the-rich-become-the-uber-rich/,1,Alternet,middle-class,1,Expresses writer’s opinion,"['moneyed', 'elites', 'bonanzas']",rqu4buYoM43SZRuuRrTJ9h,42
"Defense Secretary Mark Esper has issued a policy ushering in a de facto ban on displaying the Confederate flag at U.S. military installations around the world by authorizing only certain flags that promote unity, according to a copy of his memo, seen by Reuters on Friday.",https://www.reuters.com/article/us-global-race-usa-pentagon/pentagon-issues-de-facto-ban-on-confederate-flag-at-military-bases-idUSKCN24I23K?utm_medium=Social&utm_source=twitter,0,Reuters,black lives matter,2,Entirely factual,[],jQ5XxGQ3uzKpkRaz6b47HE,46
"The white supremacists and other far right extremists are super-gun-owners, they are armed to the teeth, and law enforcement is understandably reluctant to get them het up.",https://www.alternet.org/2020/05/here-are-the-top-6-reasons-why-police-are-cracking-down-on-black-protesters-while-treating-white-reopeners-with-kid-gloves/,1,Alternet,gun-control,1,Expresses writer’s opinion,"['armed', 'to', 'the', 'teeth', 'super-gun-owners']",EaeM9PK75FUwtnvb9Ja6Us,27
"Republicans are more pessimistic about the country’s direction than at almost any other time during Donald Trump’s presidency, as a trio of crises – the coronavirus pandemic, an economic downturn and mass protests over police brutality – buffets his administration.",https://www.reuters.com/article/us-usa-election-republicans-exclusive/exclusive-in-warning-sign-for-trump-republicans-growing-pessimistic-about-countrys-direction-idUSKBN23E0FM,1,Reuters,elections-2020,2,No agreement,['pessimistic'],Ztrbi7VVnQaKzpmgBcaoqC,40
"But it was Hawley’s keynote address at the National Conservatism Conference that nailed down who he is, what he believes, and where his party is going in a way that should be absolutely terrifying for every American.",https://www.alternet.org/2019/07/this-dark-new-event-revealed-that-americas-white-nationalism-problem-goes-far-beyond-trump/,1,Alternet,white-nationalism,1,Expresses writer’s opinion,['terrifying'],GBcdASA7cvUeLd4NuHTdkR,37
"After threatening Iran in a series of tweets hours earlier, Trump seemed eager to lower tensions.",https://eu.usatoday.com/story/news/politics/2020/01/03/qasem-soleimani-death-how-trump-arrived-order-kill-iran-general/2786880001/,1,USA Today,international-politics-and-world-news,2,Somewhat factual but also opinionated,[],49cVXMhdjfvCZTdVNXS4QT,16
"But in her rush for snarky liberal-bashing, Swoyer misses the real story about Alexandria Ocasio-Cortez’s pricey haircut: the blatant and disparate “female tax” that women in power must pay to achieve and maintain their power.",https://www.alternet.org/2019/10/the-real-scandal-behind-aocs-haircut/,1,Alternet,gender,1,Expresses writer’s opinion,"['snarky', 'liberal-bashing', 'blatant', 'disparate']",bZUuaAu62w3wwbMXbkpHe6,35
"But at its core, there's a basic truth that's unavoidable: ahead of the 2016 cycle, Trump insisted he wouldn't cut any of these social-insurance programs, and ahead of the 2020 cycle, his position is fundamentally different.",https://www.msnbc.com/rachel-maddow-show/reversal-trump-puts-post-2020-entitlement-cuts-table-n1121036,0,MSNBC,middle-class,1,Somewhat factual but also opinionated,[],cBQswfo7hjX3deaML2gGfv,36
"Since 2016, climate scientists have been revising their estimates of the pace and severity of climate change, and the problem today looks more severe than their worst-case scenarios from three years ago.",https://www.alternet.org/2019/08/trump-moves-to-accelerate-climate-change-and-its-even-more-evil-than-it-first-appears/,0,Alternet,environment,1,Entirely factual,[],oNiGFxVTADmiPiK6zwCNG8,32
"The elites arrogantly attribute Trump’s popularity among his supporters to racism, religious fundamentalism, and ignorance.",https://feeds.feedblitz.com/~/620594714/0/alternet_all~How-a-Yale-professor-trolls-the-liberals-on-Trump%e2%80%99s-reelection-by-writing-propaganda-disguised-as-academic-analysis/,1,Alternet,universal health care,1,Somewhat factual but also opinionated,['arrogantly'],yHvcf9oP8ij7xYWTsgiFsX,15
"The death of George Floyd in Minneapolis on May 25 has inspired anti-racist protests not only in the U.S, but also, in countries all around the world — including the U.K., which is actually four counties in one: England, Scotland, Wales and Northern Ireland. ",https://www.alternet.org/2020/06/historian-explains-the-bizarre-racist-theory-behind-the-far-rights-hysteria-over-the-george-floyd-protests/,0,Alternet,black lives matter,1,Entirely factual,[],wFSrdMT8bChnvZhVySYDEk,44
"Ocasio-Cortez, who advocates for democratic socialism, is not the only Democrat in Washington, D.C., honing in on billionaires these days.",https://www.foxbusiness.com/money/aoc-billionaires-ta-nehisi-coates-interview,0,Fox News,middle-class,0,Entirely factual,[],8TJe5QwcTWG8CzUs8DJtSr,20
The governor of Minnesota declared a state of peacetime emergency in the city of Minneapolis after violent protests erupted on Wednesday night following the death of a Black homicide suspect who police say shot himself.,https://www.reuters.com/article/us-global-race-minneapolis-idUSKBN25N14X,0,Reuters,black lives matter,2,Entirely factual,[],5eK5mMrAAhHEQXxBvctZts,35
"Two Republican state attorneys general on Monday urged a federal appeals court to uphold the Obamacare federal healthcare law, saying that striking it down would be disruptive for patients, doctors, insurers and employers.",https://www.reuters.com/article/us-usa-trump-obamacare/two-republican-attorneys-general-urge-court-to-uphold-obamacare-idUSKCN1RD3DW,0,Reuters,universal health care,2,Entirely factual,[],bopGKwTx3bsXnpMg2CRasq,33
"As controversies about the “reopening” of America loom over our lives, nothing seems as intrinsically irrelevant — yet possibly as critically important — as how soon major spectator sports return.",https://www.alternet.org/2020/04/why-trump-is-so-eager-to-bring-back-professional-sports/,1,Alternet,sport,1,Expresses writer’s opinion,[],qMJGjhaLB7cQkzd5PkXCik,30
"In Francis, Thunberg has found a kindered spirit. The Jesuit pope has made fighting climate change and caring for God's creation a pillar of his papacy.",https://www.foxnews.com/world/greta-takes-climate-change-campaign-to-vatican-meets-pope,0,Fox News,environment,0,Entirely factual,[],UPkEJvzryRRnhmycSTF2A2,26
"That’s why white nationalists, who are enthusiasts for the abortion of black and brown people, despise pro-lifers, as anyone reporting in good faith should know.",https://thefederalist.com/2019/09/27/stop-blaming-pro-lifers-for-the-lefts-racism/?utm_source=The+Federalist+List&utm_campaign=22f3c24165-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-22f3c24165-83771301,1,Federalist,abortion,0,Somewhat factual but also opinionated,[],a4W7MspWhdbpFatoDA3Hni,25
"Curiously, both Kelly and Yen seem unaware of the influx of undocumented immigrants pouring into this country daily from countries with very low vaccination rates...",https://thefederalist.com/2017/02/27/vaccine-mandates-put-vulnerable-peoples-health-lives-risk/,1,Federalist,vaccines,0,Expresses writer’s opinion,['pouring'],KBv2yin2RDPJM4BGg9csaA,25
Athletes awoke to news that several water polo players had been injured in a terrifying accident in the early hours of Saturday morning when the second floor of a nightclub came down on the heads of revelers below.,https://www.reuters.com/article/us-swimming-world-wrap/swimming-dressel-ledecky-strike-gold-for-u-s-at-worlds-idUSKCN1UM0GJ?feedType=RSS&feedName=sportsNews,0,Reuters,sport,2,Entirely factual,[],4sRR9DvTwEop4tEPpvWr97,38
"Trump's decision to remove the troops near the Turkish border has allowed Turkey to lodge an attack on U.S. Kurdish allies who helped in the fight against the Islamic State terrorist group, also known as ISIS.",https://eu.usatoday.com/story/news/politics/2019/10/16/trumps-syria-expected-condemned-house-vote/3992184002/,1,USA Today,international-politics-and-world-news,2,No agreement,[],ijmSkQHNXX4fzLtkZyRvpc,36
"But the decline in carbon emissions caused by coronavirus-related lockdowns could easily be wiped out by efforts to quickly ramp up economies, including governments around the world that may be more willing to relax regulations to jump-start companies.",https://www.nbcnews.com/science/environment/coronavirus-lockdowns-have-sent-pollution-plummeting-environmentalists-worry-about-what-n1178326?cid=public-rss_20200407,0,MSNBC,environment,1,Somewhat factual but also opinionated,[],Rzvvxc8Bw4zs6F8rWPUkNH,38
"Democrats are also using the crisis to push for greater immigration, despite the overwhelming public demand that Americans get hired for any jobs during the crash.",https://www.breitbart.com/politics/2020/05/13/democrats-coronavirus-bill-imports-more-foreign-doctors-nurses/,1,Breitbart,coronavirus,0,Somewhat factual but also opinionated,[],ftbUxwVeEtnNMxWtUjPFEv,26
Victoria’s Secret chose the middle of a worldwide pandemic to launch its spring campaign featuring transgender and plus-sized models. ,https://www.breitbart.com/entertainment/2020/03/19/victorias-secret-launches-transgender-plus-sized-campaign-in-midst-of-coronavirus-pandemic/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,0,Breitbart,gender,0,Entirely factual,[],a8WWrFHN8obY5eRndE6GuU,19
Six Republican Senators have failed to develop a coalition for their plan that exchanges a fifth of border wall funding for an amnesty for illegal aliens and increased immigration.,https://www.breitbart.com/politics/2019/01/11/gop-plan-for-daca-amnesty-increased-immigration-fails-amid-public-pressure/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29,1,Breitbart,immigration,0,No agreement,"['illegal', 'aliens']",BHCjUB3JT5uFJasnAk7XGM,29
"This unholy, unscientific alliance of right-wingers, COVID-19 truthers and anti-vaxxers became very clear recently following the viral spread of an anti-COVID-19 propaganda movie called “Plandemic,” featuring disgraced scientist-turned-anti-vaxxer ...",https://www.nbcnews.com/think/opinion/coronavirus-vaccine-quarantine-protesters-america-form-unholy-covid-19-alliance-ncna1207796,1,MSNBC,vaccines,1,Expresses writer’s opinion,"['unholy', 'anti-vaxxers', 'disgraced', 'right-wingers']",YvSnXTQWYPqrtrHnsGtsUz,29
"A tanker truck drove through thousands of people marching on a Minneapolis highway to protest the death of George Floyd on Sunday before protesters dragged the driver from the cab and beat him, according to a Reuters witness and authorities.",https://www.reuters.com/article/uk-minneapolis-police-protests-truck-idUKKBN2370VO?taid=5ed4ccf1842569000110c1cc&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,0,Reuters,black lives matter,2,Entirely factual,[],QMCNGirjx8uyABHbnU72Qc,40
"Two years after filling the streets of U.S. cities to protest the start of Donald Trump’s presidency, women will march again this weekend to try to build political pressure against him ahead of the 2020 elections.",https://www.reuters.com/article/us-usa-trump-women/in-third-year-u-s-womens-marches-turn-to-2020-elections-idUSKCN1PB2KH,0,Reuters,gender,2,Entirely factual,[],6ymrfbz3ytm82L2KQ3puXo,36
It marked the second incident in as many days of a vehicle driving at people protesting Floyd’s death after a New York City Police car was captured on video on Saturday driving into a crowd of protesters who were pelting it with objects.,https://www.reuters.com/article/uk-minneapolis-police-protests-truck-idUKKBN2370VO?taid=5ed4ccf1842569000110c1cc&utm_campaign=trueAnthem:+Trending+Content&utm_medium=trueAnthem&utm_source=twitter,1,Reuters,black lives matter,2,Entirely factual,[],ytT8P5GXNw2F5s6TEEEfYg,43
The Grammy-winner condemned those smearing every police officer and called out those making Floyd’s death about race.,http://feedproxy.google.com/~r/breitbart/~3/7TF0L3uw_3Y/,1,Breitbart,black lives matter,0,Somewhat factual but also opinionated,['smearing'],fMWN9t4QZaLuJdtsbutqzX,17
Pence added that he views the Black Lives Matter movement as having a “political agenda of the radical left” that calls for cutting off funding for police departments and tearing down monuments.,https://www.reuters.com/article/us-minneapolis-police-statues-trump/trump-takes-hard-line-on-u-s-monuments-threatens-force-against-protesters-idUSKBN23U1O10,0,Reuters,black lives matter,2,Entirely factual,[],VrwG48GWsoSPMRWUqChtf9,32
"In fact, Clinton’s plan is so inept in its ability to understand how college funding even operates, and so atrociously far from providing any adequate solutions to a complex problem, that it sounds like she was channeling the Simpsons.",https://thefederalist.com/2015/08/17/mark-cuban-hillarys-college-plan-wont-reduce-student-debt/,1,Federalist,student-debt,0,Expresses writer’s opinion,"['so', 'inept', 'atrociously', 'channeling', 'the', 'Simpsons']",aNUx8zzkgMTFUtGNiPgrEG,39
"Campaigners for gender equality took to European city streets on Friday to mark International Women’s Day with celebrations and protests, while in Turkey police fired tear gas to break up a crowd of several thousand women in Istanbul in the evening.",https://www.reuters.com/article/us-womens-day/gender-equality-rights-on-agenda-on-international-womens-day-idUSKCN1QP18R?feedType=RSS&feedName=topNews,0,Reuters,gender,2,Entirely factual,[],BAGUAeM8YcPxFf8SK8rju4,41
"Collins, often described as a “moderate,” is not a far-right wingnut; the Maine senator leans conservative but isn’t an extremist like Rep. Devin Nunes of California or Rep. Jim Jordan of Ohio. ",https://www.alternet.org/2020/03/susan-collins-slammed-for-stripping-870-million-from-pandemic-preparation-funding-in-obamas-2009-stimulus-we-deserve-better/,1,Alternet,universal health care,1,Expresses writer’s opinion,['wingnut'],yakVSdNjGVo2w8xSH4hybB,32
"Biden snaps at Michigan auto worker over guns, curses at him",https://www.reuters.com/article/us-usa-election-biden-guns/biden-snaps-at-michigan-auto-worker-over-guns-curses-at-him-idUSKBN20X2NG?feedType=RSS&feedName=topNews,1,Reuters,gun control,2,Entirely factual,['snaps'],hsdczZaDPy7VsWfJ583iDR,11
"In an emailed statement, a Trump Organization spokeswoman blasted de Blasio for “using the power of his office to try and launch an investigation into his political opponent.” The statement called the allegations “unfounded and clearly motivated by politics.”",https://www.alternet.org/2020/01/we-found-major-red-flags-in-trump-taxes-now-the-nyc-mayor-wants-a-criminal-investigation/,1,Alternet,taxes,1,Somewhat factual but also opinionated,"['blasted', 'allegations']",WDZew3DBw8McHj68yuqqPS,39
Durkan is among Democratic mayors who have called for an end to violence at protests against racism and police brutality after Republican President Donald Trump used images of the destruction for his re-election campaign.,https://www.reuters.com/article/us-global-race-protests/federal-agents-pull-out-of-seattle-mayor-says-idUSKCN24U05A,0,Reuters,black lives matter,2,Entirely factual,[],XfFeuWoR4WKQBuVjasBwN3,34
"As people sip cafecito and eat croquetas at the landmark restaurant, the buzz here these days is what Cubans say is the alarming rise of Democratic presidential frontrunner Sen. Bernie Sanders, whose unabashed defense of late Cuban dictator Fidel Castro has riled Cuban-Americans who view his comments as a personal attack.",https://www.foxnews.com/politics/bernie-sanders-florida-cuban-venezuelan-voters-socialist,1,Fox News,immigration,0,Somewhat factual but also opinionated,['unabashed'],kWW92bxt43ZCQxNWqm3FvF,51
"In addition to more background checks, Biden advocates so-called “smart guns” that require owners’ biometrics to pull the trigger.",https://www.reuters.com/article/us-usa-election-guns-factbox/background-checks-and-bump-stock-bans-2020-democrats-on-gun-control-idUSKBN1ZS1AZ?feedType=RSS&feedName=topNews,0,Reuters,gun-control,2,Entirely factual,[],EgmY8NBbkKMKip7SYSHgEc,19
"While Democrats were persistent in their questioning, the hearing retained a respectful tone and Barrett remained even-tempered while nimbly sidestepping questions on her views on abortion, LGBT rights, gun control and voting rights.",https://www.reuters.com/article/us-usa-court-barrett/trumps-supreme-court-nominee-faces-questions-from-senators-in-day-two-of-hearing-idUSKBN26Y1AJ,0,Reuters,gun control,2,Somewhat factual but also opinionated,['nimbly'],iZaV5Tx2fkNX4cB8rb9Zin,33
"A good conclusion to draw might be that the charity of the top 0.1 percent and of corporations both are vastly overstated and not even fractionally as useful as simply taxing them at the same effective rate as the rest of us pay, so maybe we should get on with that already.",https://www.alternet.org/2020/01/richest-man-in-the-world-mocked-for-donating-690000-to-fight-australian-fires-as-elton-john-pledges-1000000/,1,Alternet,middle-class,1,Expresses writer’s opinion,['vastly'],WyBrdZFiAQ2aQT9hC23TAm,52
